lat,lon,wind_speed,wind_direction,temperature,humidity,precipitation,phase,air_pressure
-5.0,40.0,5.634891,63.435013,9.7415,70.0,0.0,N/A,1023.0
-3.670331267586902,40.0,1.2979984,56.309914,8.644,81.0,0.0,N/A,1024.0
-2.340662535173804,40.0,2.5959969,56.309914,7.1615,69.0,0.0,N/A,1024.800048828125
-1.010993802760706,40.0,4.829907,26.564985,7.7755,68.0,0.0,N/A,1025.4000244140625
0.3186749296523921,40.0,5.6920996,251.56496,19.8,65.0,0.0,N/A,1023.7000122070312
1.64834366206549,40.0,6.87779,263.9911,19.9,70.0,0.0,N/A,1023.7000122070312
2.978012394478588,40.0,7.628263,160.70985,18.85,72.0,0.0,N/A,1024.0
4.307681126891687,40.0,3.0758414,249.44386,15.984,82.0,0.0,N/A,1024.4000244140625
5.637349859304784,40.0,23.4,337.3801,19.4,62.0,0.0,N/A,1023.9000244140625
6.967018591717881,40.0,28.820242,318.54486,19.1,64.0,0.0,N/A,1022.9000244140625
8.29668732413098,40.0,14.689589,107.10281,17.35,77.0,0.0,N/A,1022.4000244140625
9.626356056544079,40.0,5.8048253,299.74478,14.9505005,55.0,0.0,N/A,1022.0
10.956024788957176,40.0,30.758411,327.42596,19.75,70.0,0.0,N/A,1021.0
12.285693521370273,40.0,13.708391,336.8014,19.65,75.0,0.0,N/A,1020.0
13.615362253783374,40.0,18.161278,50.630707,19.3,81.0,0.0,N/A,1019.2000122070312
14.945030986196471,40.0,7.42159,67.16631,18.85,86.0,0.0,N/A,1019.0999755859375
16.27469971860957,40.0,4.3349743,48.366554,9.349,100.0,0.1,N/A,1020.9000244140625
-5.0,40.9009009009009,6.8399997,180.0,7.584,83.0,0.0,N/A,1023.5
-3.670331267586902,40.9009009009009,0.8049845,206.56499,7.2165,47.0,0.0,N/A,1023.7000122070312
-2.340662535173804,40.9009009009009,3.8773184,111.801476,4.8190002,76.0,0.0,N/A,1025.5999755859375
-1.010993802760706,40.9009009009009,5.8603754,227.4896,7.5585,76.0,0.0,N/A,1025.300048828125
0.3186749296523921,40.9009009009009,6.28713,156.3706,9.7699995,81.0,0.0,N/A,1024.5
1.64834366206549,40.9009009009009,4.802999,167.00539,19.7,72.0,0.0,N/A,1023.7000122070312
2.978012394478588,40.9009009009009,11.885453,181.73567,19.65,72.0,0.0,N/A,1023.9000244140625
4.307681126891687,40.9009009009009,10.948973,297.4075,19.2,67.0,0.0,N/A,1024.0999755859375
